THE	BY	HASBEEN	INTO	ONTO	AGT	AGTFOC	BENREC	BENFOC	CAUSAGT	CAUSAGTFOC	COM	COMFOC	EXP	EXPFOC	PAT	PATFOC	PRED	PREDFOC	THM	TID_ON	TID_AT	TID_IN	TID_BY	TID_UNTIL	TID_FREQ	TID_DUR	TID_PT	EXT	EXT_CAUS	LOC_AT	LOC_IN	LOC_ON	LOC	LOCFOC	ACT	ACT_LOC	ACT_CAUS	STAT	ERG	STAT_BODY	STAT_THAT	STAT_TO	STAT_BEN	STAT_CAUS_BENFOC	STAT_CAUS	BEN_STAT_CAUS	PRED_STAT_CAUS	STAT_COM	COMPLEX_CAUS	STAT_EXP	STAT_CAUS_EXP	FINSTAT_CAUS	FINSTAT_PRED_DESC	FINSTAT_AGT	FINSTAT_THM_DESC	FINSTAT_EXP
																			6chain saw																																					
																			6chain saws																																					
																			6chapter house																																					
																			6chapter																																					
																			6chart																																					
																			6cheese																																					
																			6cheesecake																																					
																			6chemical engineering																																					
																			6cherry																																					
																			6chest of drawers																																					
																			6chest																																					
																			6chic																																					
																			6chick weed																																					
																			6chicken and egg situation																																					
																			6chickpea																																					
																			6childhood																																					
																			6chilli																																					
																			6chillies																																					
																			6chimney pot																																					
																			6chimney																																					
																			6chinatown																																					
																			6chip on ... shoulder																																					
																			6chip shop																																					
																			6chip shops																																					
																			6chippings																																					
																			6choker																																					
																			6chop suey																																					
																			6chopping board																																					
																			6cigar																																					
																			6cigarette end																																					
																			6cigarette holder																																					
																			6cigarette lighter																																					
																			6cigarette																																					
																			6citation																																					
																			6classification																																					
																			6client state																																					
																			6clip																																					
																			6clipping																																					
																			6close shave																																					
																			6clue																																					
																			6cockpit																																					
																			6cocktail dress																																					
																			6cocktail																																					
																			6coconut																																					
																			6cold comfort																																					
																			6cold snap																																					
																			6cold snaps																																					
																			6cold sore																																					
																			6cold sores																																					
																			6cold sweat																																					
																			6cold sweats																																					
																			6collagen																																					
																			6collar bone																																					
																			6collar bones																																					
																			6collar																																					
																			6collectable																																					
																			6collection																																					
																			6collections																																					
																			6college																																					
																			6colony																																					
																			6column																																					
																			6combining form																																					
																			6comebacks																																					
																			6comma																																					
																			6command economy																																					
																			6command of																																					
																			6command post																																					
																			6commercial bank																																					
																			6commercial																																					
																			6communion																																					
																			6comparison																																					
																			6compilation																																					
																			6completeness																																					
																			6complex of																																					
																			6complex																																					
																			6complexes																																					
																			6compost																																					
																			6concern with																																					
																			6concerns with																																					
																			6concert																																					
																			6concerts																																					
																			6conclusion of																																					
																			6conclusion																																					
																			6condition																																					
																			6cone																																					
																			6confidence																																					
																			6confidentiality																																					
																			6congestion																																					
																			6connection																																					
																			6connexion																																					
																			6consequence																																					
																			6consideration																																					
																			6constant																																					
																			6constellation																																					
																			6contact lens																																					
																			6contention																																					
																			6contest																																					
																			6continent																																					
																			6continuation																																					
																			6contract																																					
																			6contraction																																					
																			6convergence																																					
																			6coolant																																					
																			6coop																																					
																			6cops and robbers																																					
																			6curry																																					
																			6dam																																					
																			6deck																																					
																			6deliverance																																					
																			6determiner																																					
																			6detox																																					
																			6diagonal																																					
																			6dialogue																																					
																			6diet																																					
																			6digit																																					
																			6dime																																					
																			6dimness																																					
																			6dining car																																					
																			6dining room																																					
																			6dining table																																					
																			6direct marketing																																					
																			6direct tax																																					
																			6disappointment																																					
																			6disarray																																					
																			6disco																																					
																			6discovery																																					
																			6disease																																					
																			6disruption																																					
																			6dive bomber																																					
																			6diving bell																																					
																			6diving board																																					
																			6dock																																					
																			6doctorate																																					
																			6dog collar																																					
																			6dog tag																																					
																			6dosage																																					
																			6double edged sword																																					
																			6double vision																																					
																			6draining board																																					
																			6drinking fountain																																					
																			6dripping																																					
																			6drum kit																																					
																			6drunkenness																																					
																			6dry dock																																					
																			6dry rot																																					
																			6dump truck																																					
																			6dumping ground																																					
																			6dungeon																																					
																			6ecu																																					
																			6edit																																					
																			6edition																																					
																			6editorship																																					
																			6eighties																																					
																			6election																																					
																			6electoral roll																																					
																			6electric blanket																																					
																			6electric chair																																					
																			6electric shock																																					
																			6electric																																					
																			6electrical engineering																																					
																			6electronic mail																																					
																			6emerald																																					
																			6emergency room																																					
																			6emergency services																																					
																			6emergency																																					
																			6employment																																					
																			6enamel																																					
																			6enamels																																					
																			6end product																																					
																			6engineering																																					
																			6enjoyment																																					
																			6entry																																					
																			6equipment																																					
																			6escapism																																					
																			6excellence																																					
																			6exchange rate																																					
																			6exhibition																																					
																			6exit visa																																					
																			6expectancy																																					
																			6expectation																																					
																			6expense account																																					
																			6experiment																																					
																			6exporter																																					
																			6fable																																					
																			6face powder																																					
																			6factor																																					
																			6faintness																																					
																			6fairy story																																					
																			6faith healing																																					
																			6faith																																					
																			6falconry																																					
																			6fallout																																					
																			6familiarity																																					
																			6fashion																																					
																			6fastener																																					
																			6feather																																					
																			6feature film																																					
																			6figure skating																																					
																			6filament																																					
																			6filtration																																					
																			6finale																																					
																			6fingertip																																					
																			6fire engine																																					
																			6fire escape																																					
																			6firework																																					
																			6fists																																					
																			6flavor of the mouth																																					
																			6flavor																																					
																			6flavoring																																					
																			6flesh and blood																																					
																			6flesh of																																					
																			6flesh wound																																					
																			6flesh																																					
																			6flight deck																																					
																			6flight decks																																					
																			6flight of fancy																																					
																			6flock																																					
																			6flow chart																																					
																			6flux																																					
																			6flyer																																					
																			6flying saucer																																					
																			6folder																																					
																			6foliage																																					
																			6folk song																																					
																			6fondness																																					
																			6food chain																																					
																			6foot and mouth disease																																					
																			6foreclosure																																					
																			6forehand																																					
																			6forehead																																					
																			6foreign exchange																																					
																			6foreword																																					
																			6forties																																					
																			6fountain pen																																					
																			6four poster bed																																					
																			6french fries																																					
																			6french horn																																					
																			6friendlies																																					
																			6friendship																																					
																			6fruit cocktail																																					
																			6fry																																					
																			6frying pan																																					
																			6fungus																																					
																			6fur																																					
																			6gadget																																					
																			6gallon																																					
																			6gap																																					
																			6garlic																																					
																			6gasket																																					
																			6general election																																					
																			6genetic engineering																																					
																			6gin																																					
																			6gland																																					
																			6global warming																																					
																			6gloss paint																																					
																			6goat cheese																																					
																			6going concern																																					
																			6gold medal																																					
																			6gossip column																																					
																			6graduate school																																					
																			6graffiti																																					
																			6grain																																					
																			6gram																																					
																			6greenhouse effect																																					
																			6greenhouse gas																																					
																			6greening																																					
																			6greenness																																					
																			6greenroom																																					
																			6grinder																																					
																			6guidance system																																					
																			6guidance																																					
																			6guided missile																																					
																			6gym																																					
																			6hailstorm																																					
																			6hand luggage																																					
																			6handset																																					
																			6harbor																																					
																			6harbour																																					
																			6hardcore																																					
																			6harvest festival																																					
																			6harvest																																					
																			6harvests																																					
																			6hash browns																																					
																			6hash																																					
																			6hashed browns																																					
																			6hatchback																																					
																			6hatchery																																					
																			6hatchet job																																					
																			6hatchet																																					
																			6hatchway																																					
																			6hay fever																																					
																			6hay																																					
																			6headline																																					
																			6headquarters																																					
																			6healing																																					
																			6heartbreak																																					
																			6heartbreaks																																					
																			6helmet																																					
																			6helplessness																																					
																			6hemp																																					
																			6hesitancy																																					
																			6hide and seek																																					
																			6high explosive																																					
																			6high heels																																					
																			6high tide																																					
																			6hit parade																																					
																			6hollies																																					
																			6hollowness																																					
																			6holly																																					
																			6holy ghost																																					
																			6holy of holies																																					
																			6holy orders																																					
																			6holy spirit																																					
																			6homage																																					
																			6homages																																					
																			6homestead																																					
																			6homesteads																																					
																			6honor list																																					
																			6honor lists																																					
																			6honor																																					
																			6honour																																					
																			6hopelessness																																					
																			6horn																																					
																			6horror																																					
																			6horsepower																																					
																			6hosiery																																					
																			6hospice																																					
																			6hospices																																					
																			6hot tub																																					
																			6house of lords																																					
																			6hubby																																					
																			6hue and cry																																					
																			6hue																																					
																			6identity card																																					
																			6identity parade																																					
																			6ideology																																					
																			6ignorance																																					
																			6image																																					
																			6imagery																																					
																			6imagination																																					
																			6imbalance																																					
																			6immaturity																																					
																			6immediacy																																					
																			6immortal																																					
																			6impatience																																					
																			6imprisonment																																					
																			6in ... flat spin																																					
																			6in ... forties																																					
																			6in ... honor																																					
																			6in ... honour																																					
																			6in ... majority																																					
																			6in ... melting pot																																					
																			6in ... neighborhood of																																					
																			6in ... neighbourhood of																																					
																			6in a flat spin																																					
																			6in a heap																																					
																			6in a spin																																					
																			6in chains																																					
																			6in comparison to																																					
																			6in comparison with																																					
																			6in confidence																																					
																			6in origin																																					
																			6in single file																																					
																			6in spite of																																					
																			6in the original																																					
																			6in theory																																					
																			6in tray																																					
																			6in trays																																					
																			6inaccuracy																																					
																			6inauguration																																					
																			6incarnation of																																					
																			6incarnation																																					
																			6inception																																					
																			6income tax																																					
																			6income taxes																																					
																			6incompetence																																					
																			6indecisiveness																																					
																			6indirect tax																																					
																			6industrial action																																					
																			6industrial relation																																					
																			6industrialism																																					
																			6inefficiency																																					
																			6injury																																					
																			6inlet																																					
																			6inn																																					
																			6inner city																																					
																			6inner tube																																					
																			6insomnia																																					
																			6instruction																																					
																			6international monetary fund																																					
																			6introduction																																					
																			6iodine																																					
																			6ion																																					
																			6irregularities																																					
																			6irregularity																																					
																			6itinerary																																					
																			6ivory																																					
																			6jawline																																					
																			6jelly bean																																					
																			6jest																																					
																			6jet aircraft																																					
																			6jet stream																																					
																			6jet																																					
																			6jewel																																					
																			6jewelry																																					
																			6journal																																					
																			6judaism																																					
																			6judgment																																					
																			6judgments																																					
																			6jump jet																																					
																			6junk food																																					
																			6junk mail																																					
																			6junk																																					
																			6kangaroo court																																					
																			6knitting																																					
																			6likeness																																					
																			6limited edition																																					
																			6linen																																					
																			6linkage																																					
																			6litter bin																																					
																			6livery																																					
																			6living proof of																																					
																			6living wage																																					
																			6load of																																					
																			6load																																					
																			6loading																																					
																			6lobby																																					
																			6lollipop																																					
																			6lookout																																					
																			6lore																																					
																			6lorry																																					
																			6lost property																																					
																			6lsd																																					
																			6luggage																																					
																			6lullaby																																					
																			6lung																																					
																			6lungful																																					
																			6lymph gland																																					
																			6magnet																																					
																			6majority																																					
																			6makeup																																					
																			6malt																																					
																			6mantra																																					
																			6marketing																																					
																			6massiveness																																					
																			6matchmaking																																					
																			6matchstick																																					
																			6medal																																					
																			6medical																																					
																			6medley																																					
																			6melting point																																					
																			6melting pot																																					
																			6mended fences																																					
																			6mending fences																																					
																			6mental age																																					
																			6merry making																																					
																			6microphone																																					
																			6milk product																																					
																			6mindset																																					
																			6miracle																																					
																			6mirror image																																					
																			6misery																																					
																			6misspelling																																					
																			6mixture																																					
																			6mood																																					
																			6moods																																					
																			6moral high ground																																					
																			6moral victory																																					
																			6motif																																					
																			6motor car																																					
																			6mugging																																					
																			6mushroom																																					
																			6musical instrument																																					
																			6musical																																					
																			6nail file																																					
																			6nail files																																					
																			6necessity																																					
																			6nerve center																																					
																			6nerve centre																																					
																			6nerve																																					
																			6network																																					
																			6nickname																																					
																			6no confidence																																					
																			6no win situation																																					
																			6non existence																																					
																			6non violence																																					
																			6normal practice																																					
																			6nozzle																																					
																			6oak																																					
																			6obviousness																																					
																			6odds and ends																																					
																			6odds																																					
																			6oedipus complex																																					
																			6of ... concern																																					
																			6of origin																																					
																			6opportunity																																					
																			6opposite number																																					
																			6opposite sex																																					
																			6origin																																					
																			6original sin																																					
																			6original																																					
																			6ownership																																					
																			6padding																																					
																			6pair of swimming trunks																																					
																			6pancake																																					
																			6panic																																					
																			6paradise																																					
																			6part and parcel																																					
																			6passion fruit																																					
																			6passion																																					
																			6passport to																																					
																			6passport																																					
																			6password																																					
																			6patience																																					
																			6paving stone																																					
																			6paving																																					
																			6paw																																					
																			6pea																																					
																			6peak																																					
																			6pear																																					
																			6pearl																																					
																			6peel																																					
																			6peeler																																					
																			6permit																																					
																			6personal stereo																																					
																			6personality																																					
																			6pickle																																					
																			6pie chart																																					
																			6pill																																					
																			6pilot light																																					
																			6pilot project																																					
																			6pine cone																																					
																			6pine needle																																					
																			6pine nut																																					
																			6pine																																					
																			6ping																																					
																			6piston																																					
																			6pl																																					
																			6planning permission																																					
																			6plastic bullet																																					
																			6plastic explosive																																					
																			6plug																																					
																			6plum tomato																																					
																			6plum																																					
																			6plumbing																																					
																			6plush																																					
																			6poker																																					
																			6pole																																					
																			6political economy																																					
																			6political science																																					
																			6poll tax																																					
																			6pony																																					
																			6pop art																																					
																			6pop up book																																					
																			6pop																																					
																			6portion																																					
																			6postage																																					
																			6poster																																					
																			6pottery																																					
																			6pouch																																					
																			6poverty line																																					
																			6poverty of																																					
																			6poverty trap																																					
																			6poverty																																					
																			6powder																																					
																			6practicability																																					
																			6practical joke																																					
																			6practicality																																					
																			6prayer																																					
																			6precious metal																																					
																			6precious stone																																					
																			6press release																																					
																			6pressure cooker																																					
																			6pressure on ... to																																					
																			6pressure																																					
																			6price tag																																					
																			6pricing																																					
																			6prickly pear																																					
																			6primary color																																					
																			6primary colour																																					
																			6pro																																					
																			6property																																					
																			6racket																																					
																			6radial																																					
																			6rag trade																																					
																			6rag																																					
																			6rags to riches																																					
																			6raw deal																																					
																			6remote control																																					
																			6remote sensing																																					
																			6report structure																																					
																			6republic																																					
																			6reserve price																																					
																			6resource																																					
																			6responsibility																																					
																			6restlessness																																					
																			6retirement																																					
																			6reunification																																					
																			6ribbon																																					
																			6richter scale																																					
																			6right angle																																					
																			6rightness																																					
																			6ripe old age																																					
																			6road pricing																																					
																			6road tax																																					
																			6roadblock																																					
																			6robbery																																					
																			6robe																																					
																			6rock'n'roll																																					
																			6rocket launcher																																					
																			6rodeo																																					
																			6roller skate																																					
																			6roller																																					
																			6rooftop																																					
																			6rope ladder																																					
																			6rotor																																					
																			6rough and tumble																																					
																			6rough edge																																					
																			6routine																																					
																			6royal jelly																																					
																			6rubber bullet																																					
																			6rug																																					
																			6rugby football																																					
																			6rugby																																					
																			6runner-up																																					
																			6sabbath																																					
																			6sacking																																					
																			6safe deposit box																																					
																			6safe passage																																					
																			6sake																																					
																			6sales tax																																					
																			6salsa																																					
																			6sameness																																					
																			6sarcoma																																					
																			6saucepan																																					
																			6saucer																																					
																			6sauna																																					
																			6sausage																																					
																			6scale																																					
																			6scam																																					
																			6scenario																																					
																			6schedule																																					
																			6scholarship																																					
																			6sci fi																																					
																			6scientific principle																																					
																			6scrap																																					
																			6scrapbook																																					
																			6scuba diving																																					
																			6sea breeze																																					
																			6sealing wax																																					
																			6search warrant																																					
																			6second in command																																					
																			6secondary modern																																					
																			6secondary school																																					
																			6secretiveness																																					
																			6sect																																					
																			6sectarianism																																					
																			6security blanket																																					
																			6security risk																																					
																			6security																																					
																			6self addressed envelope																																					
																			6self assertion																																					
																			6self confidence																																					
																			6self expression																																					
																			6self image																																					
																			6self portrait																																					
